imdb_id,type,title,country,date_added,release_year,rating,listed_in,description,age_certification,runtime,imdb_score,imdb_votes
tt3007572,TV Show,Locke & Key,"Canada, United States","February 7, 2020",2020,TV-14,"TV Action & Adventure, TV Dramas, TV Mysteries","After their dad's murder, three siblings move with their mom to his ancestral estate, where they discover magical keys that unlock powers — and secrets.",TV-14,48mins,7.4,72031
tt11058644,TV Show,My Holo Love,Somewhere,"February 7, 2020",2020,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows",Unexpected love finds a lonely woman when she forms a connection with a humanlike hologram who looks exactly like his prickly creator.,TV-14,57mins,7.6,2401
tt10948316,TV Show,Who Killed Malcolm X?,United States,"February 7, 2020",2020,TV-MA,"Crime TV Shows, Docuseries","Decades after the assassination of African American leader Malcolm X, an activist embarks on a complex mission seeking truth in the name of justice.",TV-MA,45mins,7.5,2125
tt2193021,TV Show,Arrow,United States,"February 5, 2020",2019,TV-14,"Crime TV Shows, TV Action & Adventure","Based on DC Comics' Green Arrow, an affluent playboy becomes a vengeful superhero, saving the city from villains armed with just a bow and arrows.",TV-14,42mins,7.5,425716
tt11600174,TV Show,The Pharmacist,United States,"February 5, 2020",2020,TV-MA,"Crime TV Shows, Docuseries","After his son's tragic death, a Louisiana pharmacist goes to extremes to expose the rampant corruption behind the opioid addiction crisis.",TV-MA,54mins,7.7,6989
tt11177308,Movie,Tom Papa: You're Doing Great!,United States,"February 4, 2020",2020,TV-14,Stand-Up Comedy,"Comedian Tom Papa takes on body image issues, social media, pets, Staten Island, the ""old days"" and more in a special from his home state of New Jersey.",,60mins,7.2,844
tt9717424,TV Show,Team Kaylie,United States,"February 3, 2020",2020,TV-PG,"Kids' TV, TV Comedies","After a brush with the law, teen celebrity Kaylie Konrad swaps social stardom for court-ordered chaos as a middle school wilderness club leader.",TV-PG,30mins,4,333
tt5078796,Movie,Chronically Metropolitan,United States,"February 1, 2020",2016,TV-MA,"Comedies, Dramas, Independent Movies",A case of writer’s block inspires a young novelist to return home to New York City and reconnect with his engaged ex and his bohemian parents.,,86mins,5,1503
tt11239552,TV Show,Itaewon Class,South Korea,"February 1, 2020",2020,TV-MA,"International TV Shows, Korean TV Shows, TV Dramas","In a colorful Seoul neighborhood, an ex-con and his friends fight a mighty foe to make their ambitious dreams for their street bar a reality.",TV-MA,69mins,8.2,12030
tt5143890,Movie,Justice,United States,"February 1, 2020",2017,R,Movies,"A U.S. Marshal arrives at a small town in Nevada, only to learn that his preacher brother is dead after standing up to the town's mayor and outlaws.",R,92mins,4,1208
tt4329242,Movie,Love Jacked,"Canada, South Africa","February 1, 2020",2018,PG-13,"Comedies, International Movies, Romantic Movies","To assert her independence from her rigid father’s expectations, a headstrong woman hires a desperate Los Angeles man to pose as her fiancé in Africa.",PG-13,100mins,5.9,2142
tt2580046,TV Show,Miraculous: Tales of Ladybug & Cat Noir,"France, South Korea, Japan, United States","February 1, 2020",2019,TV-Y7,"Kids' TV, TV Action & Adventure","When Paris is in peril, Marinette becomes Ladybug. Little does she know, her school crush Adrien is actually Cat Noir, another city-saving superhero.",TV-Y7,22mins,7.7,10102
tt12687448,Movie,Night on Earth: Shot in the Dark,United Kingdom,"February 1, 2020",2020,TV-PG,Movies,"This look behind the scenes shows how worldwide camera crews climbed, dived and froze to capture the documentary's groundbreaking night footage.",,59mins,7.8,290
tt7808370,TV Show,Pop Team Epic,Japan,"February 1, 2020",2018,TV-14,"Anime Series, International TV Shows",This animated adaptation of the quirky four-panel comic brings the random exploits of Popuko and Pipimi to life.,TV-MA,23mins,6.9,815
tt9382596,Movie,The Car: Road to Revenge,United States,"February 1, 2020",2019,TV-MA,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy","Trying to uphold justice in a lawless future, a D.A. is slain by cyberpunks but a supernatural twist sends his car on a bloody quest for revenge.",,89mins,4,1082
tt6156138,Movie,37 Seconds,Japan,"January 31, 2020",2020,TV-MA,"Dramas, International Movies","Trapped by society and familial obligations, a young manga artist goes on an unconventional journey for sexual freedom and personal liberation.",,115mins,7.4,2647
tt7414954,TV Show,Diablero,Mexico,"January 31, 2020",2020,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure","When a young girl goes missing in a big city, a desperate priest joins a demon hunter and his motley crew on an otherworldly mission to find her.",TV-MA,38mins,6.8,2521
tt2174084,Movie,Gang of the Caribbean,France,"January 31, 2020",2016,TV-MA,"Dramas, International Movies","Disillusioned by life in 1970s France, a West Indian expatriate named Jimmy joins a gang of idealistic robbers, but betrayal and violence soon follow.",,90mins,5.1,294
tt8403622,TV Show,Luna Nera,Italy,"January 31, 2020",2020,TV-MA,"International TV Shows, Romantic TV Shows, TV Dramas","In 17th-century Italy, a teenager learns about her destiny among a family of witches, just as her boyfriend's father hunts her down for witchcraft.",TV-MA,45mins,6,2883
tt11388580,Movie,Miss Americana,United States,"January 31, 2020",2020,TV-MA,"Documentaries, Music & Musicals","In this revealing documentary, Taylor Swift embraces her role as a songwriter and performer — and as a woman harnessing the full power of her voice.",R,85mins,7.4,19151
tt6970700,TV Show,Unauthorized Living,Spain,"January 31, 2020",2020,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","When a Galician shipper and drug lord hiding his Alzheimer's disease plans to retire, his second-in-command plots to steal the empire from the heir.",TV-MA,76mins,7.4,4555
tt1420554,Movie,Kevin Hart: I'm a Grown Little Man,United States,"January 30, 2020",2009,TV-MA,Stand-Up Comedy,"Stand-up comedy star Kevin Hart delivers his unique perspective on work, race, family and friends with this laugh-riot comedy show.",R,72mins,7.5,4333
tt6527586,Movie,Close Enemies,"France, Belgium","January 29, 2020",2018,TV-MA,"Dramas, International Movies","After an ambush leaves his partner dead, drug dealer Manuel reluctantly teams up with childhood friend Driss – now a cop – to hunt down the culprits.",,111mins,6.4,2607
tt11569628,TV Show,Find Yourself,Somewhere,"January 29, 2020",2020,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies","A determined entrepreneur navigates a love triangle between a young charmer and an older executive, leading her down an unconventional path to love.",TV-14,45mins,7.6,201
tt11542920,TV Show,Omniscient,Brazil,"January 29, 2020",2020,TV-MA,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy","In a city where citizens are monitored 24/7, a tech employee must outsmart her surveillance drone in order to investigate a murder.",,47mins,6.5,2089
tt4486148,Movie,Shimla Mirchi,India,"January 27, 2020",2020,TV-14,"Comedies, International Movies, Romantic Movies","A young man who gets tongue-tied around women writes a love letter to his crush, but it ends up in the hands of her mother, who thinks it's for her.",,129mins,4.6,1492
tt11611314,Movie,Vir Das: For India,India,"January 26, 2020",2020,TV-MA,Stand-Up Comedy,"From the Vedas to Vasco da Gama to vacuous Bollywood plotlines, comedian Vir Das celebrates the history of India with his one-of-a-kind perspective.",,75mins,7.7,1232
tt9244578,TV Show,Rise of Empires: Ottoman,Somewhere,"January 24, 2020",2020,TV-MA,Docuseries,Ottoman Sultan Mehmed II wages an epic campaign to take the Byzantine capital of Constantinople and shapes the course of history for centuries.,,45mins,7.9,22045
tt10202268,TV Show,Sons of the Caliphate,Nigeria,"January 24, 2020",2017,TV-14,"International TV Shows, TV Dramas","Three wealthy, power-hungry men tussle for sovereignty amid corrupt politics, passionate desires and family obligations.",TV-14,39mins,7.4,32
tt4998212,TV Show,The Ranch,United States,"January 24, 2020",2020,TV-MA,"TV Comedies, TV Dramas","Being a pro athlete didn't pan out for Colt. Now he's helping his dad and brother keep the ranch afloat, and figuring out how he fits into the family.",TV-MA,30mins,7.4,37890
tt10731748,Movie,Airplane Mode,United States,"January 23, 2020",2020,TV-PG,"Comedies, International Movies, Romantic Movies","When Ana, an influencer, crashes her car while talking on the phone, she’s shipped to her grumpy grandfather's farm – and forced into a digital detox.",,96mins,5.1,2567
tt8826128,TV Show,October Faction,United States,"January 23, 2020",2020,TV-MA,"TV Action & Adventure, TV Dramas, TV Horror","The family drama gets downright monstrous as parents Fred and Deloris hunt the supernatural, and twins Viv and Geoff harbor their own strange secrets.",TV-MA,41mins,6.1,10854
tt9690302,TV Show,The Ghost Bride,"Taiwan, Malaysia","January 23, 2020",2020,TV-14,"International TV Shows, TV Dramas, TV Mysteries","In 1890s Malacca, Li Lan finds herself in the afterlife and becomes mired in a mystery linked to the sinister, deceased son of a wealthy family.",TV-14,51mins,6.3,716
tt11497904,TV Show,Pandemic: How to Prevent an Outbreak,United States,"January 22, 2020",2020,TV-14,"Docuseries, Science & Nature TV","In this docuseries, meet the heroes on the front lines of the battle against influenza and learn about their efforts to stop the next global outbreak.",TV-14,49mins,6.3,2759
tt9587732,TV Show,Playing with Fire,United States,"January 22, 2020",2019,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",Three prosperous women – including a mother and her daughter – fall for a seductive man in Colombia's Coffee Triangle.,TV-14,43mins,5.9,944
tt0331370,Movie,Whisky,"Uruguay, Argentina, Germany, Spain","January 22, 2020",2004,TV-MA,"Comedies, Dramas, International Movies","To impress family, a factory owner pretends to be married to one of his employees, and soon, the ""couple"" finds their lives radically altered.",,99mins,7.1,6249
tt11488724,Movie,Fortune Feimster: Sweet & Salty,United States,"January 21, 2020",2020,TV-MA,Stand-Up Comedy,"Actor, comedian and writer Fortune Feimster takes the stage and riffs on her southern roots, sexual awakenings, showbiz career and more.",,61mins,6.9,949
tt9172840,Movie,Motichoor Chaknachoor,India,"January 20, 2020",2019,TV-14,"Comedies, Dramas, International Movies","Pushing 40 and unemployed, a Dubai returnee desperate for a wife catches the eye of a Bhopal belle, who sees him solely as her ticket out of India.",,150mins,5.8,2774
tt11390036,Movie,A Fall from Grace,United States,"January 17, 2020",2020,TV-MA,"Dramas, Thrillers","When gentle, law-abiding Grace confesses to killing her new husband, her skeptical young lawyer sets out to uncover the truth. A film by Tyler Perry.",,120mins,5.8,15029
tt4216902,TV Show,Ares,Netherlands,"January 17, 2020",2020,TV-MA,"International TV Shows, TV Dramas, TV Horror","Aiming to become part of Amsterdam's elite, an ambitious college student joins an exclusive society, unaware it's hiding a horrifying secret.",,80mins,6.2,3994
tt8404520,TV Show,Ares,Netherlands,"January 17, 2020",2020,TV-MA,"International TV Shows, TV Dramas, TV Horror","Aiming to become part of Amsterdam's elite, an ambitious college student joins an exclusive society, unaware it's hiding a horrifying secret.",TV-MA,29mins,5.7,4298
tt11460744,TV Show,Nailed It! Germany,Germany,"January 17, 2020",2020,TV-14,"International TV Shows, Reality TV","Home cooks try – and inevitably fail – to re-create spectacular confections on this comical competition show, all for a sweet 5,000 euros.",TV-14,35mins,5.7,100
tt3869500,TV Show,Tiny House Nation,United States,"January 17, 2020",2019,TV-PG,Reality TV,"Traveling the U.S., host John Weisbarth and expert Zack Giffin are helping families prep for the tiny lifestyle and create hypercustomized mini homes.",TV-PG,43mins,7.1,1126
tt11541444,TV Show,Handsome Siblings,China,"January 16, 2020",2020,TV-14,"International TV Shows, TV Dramas, TV Sci-Fi & Fantasy","Clashing martial arts twins face relentless villains, thorny romance and brotherly rivalry as their troubled pasts catch up to them.",,45mins,7.9,614
tt1411704,Movie,Hop,"United States, France, Japan","January 16, 2020",2011,PG,"Children & Family Movies, Comedies",A jobless slacker finds himself beyond busy after he runs over the Easter Bunny and has to take over the rabbit's duties so the holiday can continue.,PG,95mins,5.4,33734
tt7103742,Movie,Jezebel,United States,"January 16, 2020",2019,TV-MA,"Dramas, Independent Movies","During the internet's infancy, a vulnerable woman follows her sister into the sex industry as a webcam model but her sudden popularity tests their bond.",,88mins,6.9,1304
tt3569230,Movie,Legend,"United Kingdom, France, United States","January 16, 2020",2015,R,"Dramas, International Movies, Thrillers",Identical twins and notorious gangsters Reggie and Ronnie Kray elude the authorities in 1960s London while transfixing and terrifying the public.,R,132mins,6.9,175273
tt9760504,Movie,NiNoKuni,Japan,"January 16, 2020",2019,TV-14,"Action & Adventure, Anime Features, Children & Family Movies",Two average teens go on a magical quest to save the life of their friend and her counterpart from another world. But love complicates their journey.,PG-13,106mins,6.1,3296
tt3565344,Movie,Steve Jobs,"United Kingdom, United States","January 16, 2020",2015,R,Dramas,"By keying in on three crucial points in his career, this biopic shows the human foibles and visionary fearlessness of the man who made the Mac.",R,122mins,7.2,166288
tt8659050,Movie,Bulbul Can Sing,India,"January 15, 2020",2018,TV-14,"Dramas, Independent Movies, International Movies","Exploring their sexual identities in the face of the patriarchal rules of their Assamese village, a teenager and her two friends are rocked by tragedy.",,95mins,7,384
tt11475228,TV Show,Killer Inside: The Mind of Aaron Hernandez,United States,"January 15, 2020",2020,TV-MA,"Crime TV Shows, Docuseries","Via interviews with friends, players and insiders, this docuseries examines how Aaron Hernandez went from an NFL star to a convicted killer.",TV-MA,67mins,7.4,16649
tt3625516,Movie,MindGamers,Austria,"January 15, 2020",2017,R,"International Movies, Sci-Fi & Fantasy, Thrillers","Brilliant young students discover a breakthrough that could change humankind, but soon find themselves the subjects of a much bigger experiment.",,97mins,3.6,1093
